image_name,extracted_text
13149651.png,"a

FISCAL ESTIMATE 1981 Session

[aD MBA 23 (ev. 11780) [CRE o BW Wo, aan, Raw |
Bomicina, OD .vroareo RB 1946

Deonnecreo © SUPPLEMENTAL Farnam Na. ROBES

oa
Regulation of Saoking in Public Places
Fiscal Elect
‘ute: C) NoSuve Fic Elle
“Check columns beow nly ill make cree appropriation

ainin Agency’ Buaget Diver ONO

‘rafects asm wllicientaporeoiation.

D tncrene Exiting Aropration CD Incrense Exiting Revenues
Di ovcrena Existing Aporopration —C) Orereste Exiting Reve 1 Dreresse Cont
CD crnte ew Azoropriaion
Tecan Glo focn goverment cons
1.0 tneraae Con 3.0 ncaa Revenues
CH Perminive O Mandatory Chemin CO Manoatory
2.0 bverens Conts 4.0 Deane Reserves Goumies — Corner
Deermisive CO Mansatory ‘Drermatve Cl Mancntory

Fara Sovran Aes Tied Ch TO Reprapnanone
form reo ero __Clens_Osec Oseas 20.285 1(a), 1s), 19)

‘This bilL regulates smoking in university buildings which hovse educational
This birt and'ia inpatient health care facilities: Saoking within Prete
prograns ane id be alloved only in specified facilities or rooms, provided
ae reeies Gre posted to designate these ""snoking permitted” areas,

Tana Fame Fs impeaon

etrpesoss

&

gener
University of Wisconsin Systes

,
ey, 62-0423 | 2-2-8

680534113
PRODUCED FROM B&W WEB SITE
"
660978.png,"GREY ADVERTISING INC.- MEETING REPORT

CLIENT: Brown & Williamson DATE: 1/19/82 NO. VB2-2 RI

PLACE: Telephone
DATE OF REPORT: 2/17/e2

PRODUCT: Viceroy

PRESENT: (For the client)
T. Parrack

(For the agency)
P. Hendricks

‘SUMMARY:

Written by: P. Hendricks
CONFIDENTIAL

Client confirmed agreement for Agency to pa:
with official signed estimate to follow, fo
1/25/82. This was agreed to by T. Parrack
January 18 pre-production meeting.

xy advance to photographer,
F Viceroy shoot week of
and A. Forsythe at the

PH:mg

cc: R. Schoenfein
S. Danmers
P. Hendricks

O9TTAb029

670121460
PRODUCED FROM B&W WEB SITE

"
71108371.png,"212009596

MIS PROJECT REQUEST
PART I - CLIENT REQUEST

Requested by: Karl Hutchison Project Number: (assigned by MIS)
Department: _BD & SS Date Submitted: 4/17/98
Phone Number: 7970. Date Required: 4/20/98

System

6. System Error
17, Procedural Error

__ i Enhancement _X_ 1. Productivity Improvement | _ Immediate
= 2 Maintenance TT x Return On Investment — | X_ High
TK 3. Special Processing | 3. Customer Impact SS Medium
22 4 ad Hoe = 4 Government Requirement |“ Low

= S Emergency = 5 Business Change = Deter

DENTON
Description of Request:

lease run job FRMRXUM2 for GPC, Misty, and Kool against file n:\common\khutchi\r892unm.tst,
lease place output in the same directory.

Reason for Request:

Calculation of 1997 STR volumes for these brands for allocation of Period 2A budgets,

Request Authorized By:
Kart Hutchison

DE:
|. Productivity Improvement - time savings
Retura on Investment - dollar savings
Customer Impact - requested change affects
BAW's external customers

Government Requirement - required by law
‘Business Change - change in a business

REQUEST TYPE:

1, Enhancement - productivity improvement, new
functionality, nice to have feature

2, Maintenance - fix program error, new business need

3. Special Processing - high volume file maintenance or
data correction which isnot part of normal processing

4. Ad Hoe - reporting requirement which isnot part of

‘normal processing process, or implement strategic direction
5. Emergency - application or technology failure 6, System Error - system isnot functioning as
designed
7, Procedural Error - caused by user, scheduling,
operations etc
REQUEST AUTHORIZED BY - MUST BE AUTHORIZED BY THE DEPARTMENT DIRECTOR OR THE

DESIGNATED SYSTEM OWNER BEFORE SUBMISSION TO THE MIS CLIENT SYSTEMS MANAGER.

eSHAREDSTHANALY LA OFOERDAATAEQDOC

PRODUCED FROM B&W WEB SITE
"
71190280.png,"TOBACCO CORPORATION

JOB NO. 7648

BRAND __KOOL Natural

DESCRIPTION Passport Winter Program Ad ~ EmMRO

») YZ sso. wiiason fi “oO

DATE __ 10/22/08 4 Yq

SQ. INCHES/FEET 7.96875 sq. inches

TRIM SIZE 33/16"" WX2172""H Approsat

WARNING Exhibt 1(a) Statement A

TaN s

OTT APPROVALS:

rez Department oe

~G9- o AE (0/332. 42
B&W APPROVALS _/
‘Signature Ww oy Department Date
WY) NS
\ 7
Ne
Ug
REVISIONS DATE COMPLETE REVISIONS APPROVED
176103236

PRODUCED FROM B&W WEB SITE
"
71202511.png,"¥
CN

220076948

the lack of availability of other suppliers.

MA ING RESEARt IRIZ., ON
(DOMESTIC)
(Recommended Proposal Attached)
Date: TAGE No. | 1998-18)
Description? | KOOL Natural Lights Packaging ~ Round T
Requested by: __| Nick Wilkerson Rexarch Req, Attached: [¥es_[ _X_[No
Budgeted: Yes_|_X [No
‘Original Budgeted Amount:
Competitive Proposals Obtained:
Cost per
Supplier Cost ($)__| Est. Travel | Total Cost__| Interview
Rabid Research $55,500 3,000 38,500
E ;
Projected External Authorization Date TRIE
Field Complete wl 3239S
Wave(s)
Final Supplier Report Due we 16S
‘Wave(s)
Project Type (Product Test, A&U, ete.) Qualatative
‘Total Authorized Project Amount $56,500
To Be Deducted From 1998 Budget $58,500
To Be Deducted From 1999 Budget s
‘Sample Size: T2 groups
Recommended Supplie Rabid Research
Reason(s) for Recommendation: Rabid was selected due to the critical iming ofthe project and

Submitted By: Lhe Wek pate _3/0f9
Approved By: lH we _ILIE
Ger Tade & Consumer Research ( $100,000)
Approved By: _ Date:
‘Decor Research Development (9 $250,000)
‘Approved By: Date:
Dinector Market Research (0 $250,000)
Approved By: Date:
‘Senior VP Marketing (to $1,000,000)
Project No 1998-18D
‘Acct. Name:

Original: Project File
CC: MaDonna Sliker

PRODUCED FROM B&W WEB SITE

"
71206427.png,"PROJECT BRIEF

DATE: June 1, 1990
DATE: June 2, 1990

BRAND: General Merchandising ITEM: Package Fixture Circle-K
Nonspecific Convenient Storés

SUMMARY OF PROJECT: See Attached

SUPPLIERS BEING CONSIDERED:

chicago show
Display Equation
Chicago Display

Robert Nielson & Associates

FUNDING:
1990 Customized Merchandising

Services - SPNS

SIGNATURE:

REQUESTING MANAGER

MERCHANDISING MANAGER
GROUP PRODUCT DIRECTOR

PURCHASING DEPARTMENT — —

RETURN TO: REQUESTING MANAGER |

4514cbta

462231045
PRODUCED FROM B&W WEB SITE
"
71341634.png,"shane 06)
(Race Rete: 30 069) Aeowm 4 vaaron Toeace Gaporaton

Request For Home Office Check

(Barrie No 20162 Ti Cheok Rauved | Woi Chock Ter PLEASE OVERNIGHT to
[cron Ne. ‘ASAP I PROMPT x Payee
are
4
Pay To :_COREMARK INTERNATIONAL, Ta te coxporaton?

‘Atertien’ DAVID DRESSER. Yes No

‘padreas. 296 OYSTER PONT BLVD SUITE 415, x

[ter Feder Emote ooteaon Naar

on
| Sa a RSS aT ETP TIN HE TST
— ____1
Pramaton Pramahan | Prometon
Nae emper | code | Quarnty | Unita | Avaree | __ Amouet

[Gee BUYDOWN PROGRAMS 238 7s [soe | ems | $284 $143,522 8)

SEE ATTAGHED

[Secion oN Cros Wagreers | 256. Te | ese [ems [209 FaTOAw
Proe Date ‘arch 15. 10,1088 Shock Tort | 168,000.80
[charge To section’ PERATIAGHED
[Requewed 87 Rabon & Muhorn Cormeen Ci

Robe E Mather cazese | 39A00A eer
[verfeaton ee enc #_accourt Wont
et [ehack 7 [Check Ow _[Pay Fencira
“Accourt Nat Description | Account # | Department | _ Product [Business Unit rout]
HvaucherAppror lowe (Prana [Pay Tere - 0500
J Pay Metred- Check
Diston, Faxto Fald Parrots a (502) $8786
ree 7]
24 1998 16:16 pase.02
210180429

PRODUCED FROM B&W WEB SITE
"
71366499.png,"Al

JOB NO. _7859,

BRAND _BKOOL

DESCRIPTION CMS Amerada Hess Dispenser Sign

DATE _121807

$0, INCHESIFEET 261 59°

‘TRIM SIZE 14172"" X18""

WARNING 34,
iP Xe T6sa

TaN _NA
OTT APPROVALS

Signature Department ate

_AE- tehe/
oy Re (eis GP

[BAW APPROVALS.

Signatwe Deparment
REVISIONS DATE COMPLETE REVISIONS APPROVED

210350

PRODUCED

"
71563825.png,"Market Research - Initiating Project Brief

{Project NameDarerin

Brief Number: [Dates [02/129 —)
Glient Group: [RRM | COLOMBIA
i KOOL

Camilo Concha/Andrea ]

nt Contact: [Maria Helena Argiielles” | [Research Liaison:
Edwin Garcia - ater

oro Menthol Tights

l

440026083
PRODUCED FROM

Market(s): Bogota, Medellin and Barranquilla

Referent Brand(s):
1) Current Kool Filter King Colombia, [1 mg tar, @ 0.51% menthol, white tippit
2) Kool Mids KS Japan, 9mg tar, (@ 0.66% menthol, white tipping,

3) Kool KS, 9 mg tar, @ 0.51% menthol, white tipping

Marlboro Lights Menthol King US, 9mg tar, @ 0.66% menthol

Consumer Segment(s):
Male: 60% |
Female: 40% |

| Byage: 18-29 100%)
[py ser: ABt coor)
By City: Bogoti: KOO! Parent regular smokers $0% -altemate smoker

Béquilla: KOOL Parent regular smokers 50% -alternate smokers 50°
Medellin: KOOL, Parent regular smokers 50% -alternate smokers 50% |

Note: In onder to establish a quantitative basis for determining the winning product, results will be!
weighted as follows: Alternate 60%, Regular 40%, |

ptember I 97, PMI simultaneously launched Marlboro Menthol KS Box (16mg tar) a
Menthol Lights KS Box (9mg tar) in Colombia. These two products hecame KOOLS direst]

| competitors (Premium Menthol Brands).

At the same time, KOOL, replaced its product with a milder Hmg cigarette (the seme KOO!
Milds bat with a 27mm cork tipping). |

BgW WEB SITE
"
71601299.png,"Marketing Research - CPT Initiating Brief

Date [15.03.2000

Client Group BAT Korea

Client Contact —| Alberto Marcheggiano Research Linton | Subi Jeong
Kyu Yeon Hwang

[Project Number: to be assigned by Brown & Williamson USA

[Project Name / Description: Dunbill Lights, CPT

Market(6) / Zone(s)

South Korea

[Referent Brand(@)

Dunhill Lights, Kent Super Lights
Mild 7
This

[Consumer Segment(s)

‘Own Brand - Dunhill Smokers: 150 Males, 25 ~39 years old, ABC+ who live in Seoul/Pusan

‘Competitors Brands - Mild7 Lights Smokers: 150 Males, 25 ~ 39 years old, ABC+ who live in
‘Seoul/Pusan

Source of Business - This: 250 Males, (100 smokers, 25 ~ 29 years old, 150 smokers, 30 ~ 39 years old)
ABCt who are not rejectors of imported cigarette and live in Seoul/Pusan

Source of Business - Local Premium KS Smokers: 250 Males, (100 smokers, 25 ~29 years old, 150
smokers, 30 ~39 years old) ABC+ who are not rejectors of imported cigarette and live in Seoul/Pusan

[Background / Problem Definition

597133637
PRODUCED

‘+ 1999 showed that imported cigarettes are recovering from the 1997/1998 economic crisis and we
forecasted continuos growth over the company’s plan period.

‘© BAT objective is to substantially increase its market share with growth coming primarily from its first
priority brand : Dunhill Lights

‘+ Toachieve growth we consider fundamental to have a superior product in terms of acceptability among,
potential source of business as well as for our curent franchise

FROM B&W WEB SITE

"
716552.png,"New rTEM

BROWN & WILLIAMEON TOBACCO CORPORATION

MATERIAL SPECIFICATIONOR DESIGN
CHANGE AUTHORIZATION

VICEROY Rich Lights 100's 20's Label

VICEROY Rich Lights

onan
DESIGN NO. 81-257 urc No, 272972 MATERIAL NO. 50-0354,
TYPE CHANGE: use:
Borncia, _ Crewonany Boome ORGS’ ORESEE — OSEIOMEN omavune
tea materia or dimensional ange aio noid? ves no
ttyensupay ota
BRANCH LouIsvinLe PETERSBURG MACON WINSTON SALEM
ScnEDULE: DATE OR
INVENTORY DEPLETION. 10/30/81
etiveny Dare 10/16/81
REPLACEMENT
DESCRIPTION VICEROY Rich Lights 100's 20's Label
orsign wo, 80-15 ure no. 272972 sexveniat wo, —50=034
ane a oe a oo
Inventory a
De ToN DATE [_ Storsover | \
COMMENTS: Material #50-034A has been assigned to the VICEROY Rich Lights 100's 20's Label
vith nev bottom panel. Bottom now incorporates shield, On both side and
bottom panels, ""VICEROY"" and ""Rich Light” have been taverted. Cartone and
labele must change design simultaneously, The current design cannot be used in
production after 10/30/81. i
2
@
Devi: 1 baks =
clone iy
EC Dome a
Swiwere
UC. tartam g
Banco
Branch Sunol 3
congo: (HE pare: 9/17/81
S. 7, BEASLEY Qoms.)/J1E

680115980

PRODUCED FROM B&W WEB SITE
"
80310840a.png,"18, 1996

PROJECT APPROVAL
MARKET PLANNING AND INFORMATION DEPARTMENT.

Sater Analyste [] Conaumor Research [E]

Newport Lights
Project Tith Direct Mail Conversion Research Job #: __5543/205

Marketing and/or Research Objectiv.

lon opportunities among compatitive emokers
receiving a Direct Mail offer for Newport Lights.

Research Design
Interviews divided among 3 gorup:
Group 1=Bost redeeming customers (2+ pald eoupons):n=750
Group 2=Paid redeeming customers (1 pald coupon:):n=750

Group 3=Non~redeeming customers (no redemption):n=750

The total sample size Is 2,250. All smokers 21+ years of age.

Respondent Interview Screener S minutos
Incldene 28% revised Quostionnalre TO minutes.

1995 Cost Estimate by Mo:

Jan sur

Cost Estimat $100,600. Feb Aug
Mar Sep

jevised From: __$76,600 Apr Oct
May Nov
Jun Dee ""$100,600
Prepared by: & Revised Costs (If Any)

iil

Approved by: Floldwork Schedule:

Start Fleld w/o 11/13/98

Reporting Schedule:

Prdduet Manager
Topline w/o 12/18/95
Group Product Manager | Final Report 12/91/95

vorsolsos |

"
80707440_7443.png,"CLIENT, LORTE.LARD CORPORATION PUBLICATION. Daily Newspapers

PRODUCT: Kent, Newport, True and Old Gold

ISSUE ‘August 19, 1969
308 NO:

SPACE: 1000 1énes BEW —OATE: 8/8/69
a 1750 lines 2-color

LEAD-IN; New York Football Fans

Los Angeles Football Fans
Chicago Football Fans

HEADLINE: Pick The Winners And Win Up To $5,000
ILLUSTRATION: Line Drawings of Footbal Scenes
BOLD_SUB-HEAD:

lat Prize $5,000
2nd Prize $2,000
3rd Prize §1,000
deh Prizes 500 fans will receive copies of

. ""the Golden Anniversary of Pro-Footbel!

ExT

Now you can win up to $5,000 for simply picking the winners

of the gates listed below. Just check the box next to the

team you think will win, Allow for the point spread in your
selections. (For example, if a team is quoted as +7 pts. this
means they cust win the game by at least 7 points.) Prizes

Will be awarded by random drawings to those who have the greatest

nunber of winning selections. Full decails are in the Official
Rules.

opyZ0L08
"
80718412_8413.png,"MARKET

propucr:

SAMPLING
DATE:

SAMPLING

NUMBER OF
SAMPLING
PERSONNED:

NUMBER OF «
SUPERVISORS:

ORIENTATION
MEETING.

FOC

RED RESENTATIVE:

FEDKNAL DIseHr)

CIGARETTE SAMPLING PROGRAM

Boston

old Gold Lights

October 3 through October 5

9:30 a.m. = §:30 p.m.

270,000

24 per day

Date : october 3rd

Time : 9:30 a.m.

Place: Boston Park Plaza
64 Arlington Street
Boston, Mass. 02117
617/426-2000

‘Tony Anari

‘subject to change due to local conditions

Room 412

21bst209
"
80728670.png,"FIELD TRIP

To: J. R, Mueller pare:__2/28/84

rou: Mary Anne Kayiatos

Please make the necessary Field Trip arrangements for_Ted van de Kamp

purpose of trip__T0 evaluate Satin's overall performance and results of

Special Cities.

Division(s) to be contacted___Boston

Dates of contact__ Tuesday 3/13 and Wednesday, 3/14

Method of travel: Air X_ Auto Train ___ Other,

Arrival date and time (include airline and flight no.)__Monday, 3/12

Evening Shuttle

Hotel/Motel reservations needed__XX

Reservations made at. Dates

Sales Personnel to be contacted.

Sales Representative__X

Sales Personnel to be worked with: D.M.

04982408

Return to J. R. Mueller no later than two weeks prior to anticipated trip.
"
81186212.png,"New Competitive Activity
as appropriate and

Please fill in the following information,
send to C. W. Toti, Marketing Services Director, at the

New York Office. Thank you.

Reported by:

Date:
Manufacturer & Brand:

Type of product, size(s) & list price:

Extent of distribution:

Information and hearsay from outside contacts:,

Further information (please attach any relevant materials;

POS, advertising, brochures, etc.):

Pat

"
81310636.png,"COMPOUND STRUCTURE

Litton Bionetics
Genetic Assay No, 6692 __

COMPOUND CODE B83.

Chem Abstr # N/B
Compound Name Proprietary Mixture. _.

M. Lymph: negative with S9 activation, positive without

ASSAY RESULT
89 activation; Reru

compouno oibenkesitive with $9 activation Technical problems with the
test

: negative without $9 activation, bordey

Unknown Mixture

PH (CALCULATED 50%)_5-26 _

PHYSICAL APPEARANCE Yellow Liquid

bpimp N/A °C @_mm Hg

N/A

REGULATORY STATUS

Mise

SE90TELS

"
81574683.png,"Date: 3/27/84 84-C-7
Sample No. 1078-84

~ Type of Cigarette NP Control 85

= Batch Size As ni

_ isinal Request Made By 7. Jessup on 2/13/84
Purpose of Sarple Mkt. Research Newport

Sample Specifications Written By W. Barnes

BLED casTnG RECASING FINAL FAVOR MENTHOL
1077-84 TT13 TTT4 attached 8098
Cigarettes Filters
Moker mK Oo
Length 84..0rm
Filter Length 21.0rm Kind
Circumference 24.80
Weight 96.0 g/100 Rod Length 126 mm
Paper E554 Pressure Drop 370mm
Tip. Paper Simm cork- Bousta Circumference 24. 7mm.
TOD 01042-4 lines'perf. Weight 81.0 9/100
Tip. Paper Por. — 426C Plast. 7% Kent
Glue Roller Me IT 85 Plug Wrap E4626
(NF Ditution MA Plug Wrap Por. 1509
Comb. Wrap
Conb. Wrap Por.
Hrapping Responsibility
Labels white ‘Tobacco Blend production, Barnes
Closures Filter Production production
‘Tear Tape Making & Packing Barnes, Fernald
Cartons white Shipping
Markings code 4746 Sample Requistion 1, Skinner
(Form 02:20:06)
Requirements Laboratory Analysis:
Laboratory Poisture analysis
Other Menthol analysis

‘Tar & nicotine analysis
Special Requirenents
1, Cigts. to be packed in white labels printed with ""20 Class A. cigts.,
AIF Auth. #47, sample not for sale, all applicable state taxes paid,
Cigts. to be inspected, placed in 4 pk. mailers and shipped to J
Inc., for Mkt. Rsh. Study.

€S9bLSTS

"
81619486_9488.png,"To: 8.2, ZOLOT

FROM: —_R.W. Richardson

= __ SUBMISSION DATE

JUNE 29

SEPT 21

AuG 10 [Xx

Novo

SUBJECT: MAVERICK SPECIALS - EXPANSION MARKETS PROGRESS REPORT

EOGRAPHY,

REGION

FULL,

(ONLY IF PARTIAL REGION, CONTINUE WITH DIVISION(S) SCOPE)

DIVISION:

DIVISION NAME: Detroit North

FULL

x

DIVISION NAME: Detroit West

DIVISION NAME: Detroit South

DIVISION NAME: Detroit Bast

DIVISION NAME: Detroit Central

DIVISION NAME:

PARTIAL
PARTIAL

REPS: 2
REPS: B
#REPS: 7

DISTRIBUTION

(15+ Stores) Stocking No Maverick Specials

TndiLor
Volume

[Meijer Gas I)

‘Name of Account

‘Number oF
Stores

‘Name of Account

Thdior
Volume

Utica Diamond 2235

ie

(S# Stores) Stocking No Maverick Sp

ecials

Er

Petts

98¥6LOLg
"
81619511_9513.png,"To: SP. Zoot ‘SUBRISSION DATE
FROM: C5. Loker wavs aus 11
Jun 30 seP22 J

SUBJECT: za - RT
5,
REGION: FuuL_x_ PARTIAL,
(ONLY IF PARTIAL REGION CONTINUE WITH DIMISION(S) SCOPE)
vision: FULL PARTIAL

DIVISION NAME: DIVISION NAME: a REPS

DIVISION NAME: DIVISION NAME: #REPS

DIVISION NAME: DIVISION NAME: Reps

DSTRISUTION
RECT. Hi ”
(15+ STORES) STOCKING NO MAVERICK SPECIALS MENTHOL
NOVLOR] NO. OF WOLOR | WO. OF
nameor account | vouume | stores | Name or accounr_| votume | stores
Ichatnamongiton | 139/27 2
Exess Stop (200-20) | zor 21
Fowiers oi (308-21) 128128 45
Pero Boress 31909 | 176113 7
[Service Dit (313-12) | 98/17 2
“T ACCOUNTS AND CHAINS HEADQUARTERED OUTSIDE T
{15+ STORES) STOCKING NO MAVERICK SPECIALS MENTHOL
TNDLOR | NO. OF WWOLOR | NO. OF

name or account | vouume | stores | Name or account | vouume | sToRES
[Coasta Mart (210-06) 31__[78ieven (318-20) 25
[Conoco (524-10) 7
Dairy Mart (417-47) 18
mmr (411-07) 32
[ez Serve (610-766) 25
[evs -Reveo (014-20) 460
te Aa (200-07) 7.
[Walgreen (625-60) 7
Walmart (527-35) 112

MAVPROGXLS. Paget of 3 Pages

S6LOLE

'
"
81749056_9057.png,"'
«

12/08/97 09:01 FAX 1 732 583 8977 LORILLARD TOB CO +++ NYO - SALES 002/003
me CX) =e

RI rT

To: — S.P,ZOLOT.
FROM: $.P. McBride

AREAIREGION: 1/20

SUBJECT: A) PES fo. 2

DIRECT ACCOUNTS PROJECTED TO ACCEPT WHICH REFUSED ONE OR MORE PACKING
PACKINGS) REFUSED.

NAME OF ACCOUNT

‘TOTAL # OF INDEPENDENT SPECIAL EMPHASIS OUTLETS:

‘TOTAL OF INDEPENDENT NEWPORT #1 CLUB OUTLETS:

TOTAL FOF

|
rreunc | sesnogiamcoruars | % |romenonecuuourisrs| %
vite DNTRIBLTION SeetuisTaratTioN

<0 32

|LT. BOX 80's 475

00's. 419.

ILT. 10's ASL

IS.

x

COMPETITIVE PROMOTIONAL ACTIVITY

PREDOMINANT COUPON BUYDOWN VALUE OF TARGETED BRANDS (DORALIG. P. C/ BASIC)
DORAL Basic —G.P.C.

PACKS Cao
(200)

CARTONS
(ines Apt)

Mavenm=t1.xis 128/97 Page 1 of 2

9S06FLIB
"
82254638.png,"TO: SAM ZOLOT DATETO CORP:
FROM: we R. wurcur - yen (314\93q-8090
DIV.NAME/NO: ST. TOUTS, ¥0
1997 SPECIAL EVENT REQUEST FORM
dente
fetletente
NAMEOFEVENT: Lorillard Metro Golf Outing 1997 sao
*DATE OF EVENT: September 10, 1997
Marcus Hellenic Spirit Charities Golf Classic
September 18, 1997 3s
‘SAMPLES / TTEMS REQUIRED: SAMPLE 10'S (400 PACKS PER CASE)

< Sevrow KS
1005

co or!

7/3197

Ks. KENTGLLISKS.

ae. KENTGL 100
= Ga =e oc =
“KENT 100 “SD

NEWPORTLTS. KS.
NEWPORTLTS. 100
ITEMS
WATER BOTTLES 44-480 °- oo
fey Tile Teas Maitebte 00 ee oo
‘SHIP TO: Lim Bek
(CUSTOMER SHIPPING NUMBER Pr Call 5 NTT ltt
NG 198-820-0003. of ee 3 open
(O ONLY: ~
DATE FORWARDED TO PROMOTION SERVICES: aayser S
a
rr
* PLEASE ALLOW 6 WEEKS FOR PROCESSING OF YOUR REQUEST. by
COUFIRMATION To SPZ aia oo

o1n7is7
"
87533049.png,"- Brand(s) Applicable

COUPON CODE REGISTRATION FORM

FROM: J. ta Valle
To: AD, A. Rapisarldi
ce: R. G. Ryan

c

- Media Type
- Media Nane

-  *Issue Frequency/Year
= *Space/color

- Coupon Issue Date

- Coupon Expiration Date
- Circulation (#)

- Geographical Area(s)

- Coupen Value

- Pack and/or Carton?

- Signature of Initiator

- Date Initiated

* mauyTT

re

-  *Advertising Creative Title

‘TRUE

on-Carton Instant Redeemable

|

10/90

6/30/91

1,213,400

True Filter King Cartof

ely by packing as indicated

FOR CONTROL USE ONLY:

code Assigned SPO 93 ©
Job Number. LZ 2—

6POEESLS
"
87672097.png,"ACUTE TOXICITY IN MICE

cowowo Mapleine

amc CEOSCOnt semuano B75 ‘one
oare nccewen 12/4/80 yesteo. 3/12/81~3/24/81 geronreo. 3/30/81.
mcrnonong, Hs S+ Tong & A. As Poole vermomnag BOIS
— LL hs DQ ele

smn or wce S¥iss-Webster une K muse onreneceneo —3/5/81.
avemce wecoreunce con 26-30 soumee 2mm Research

corre sown Ceicdianel) 10 OEE este)
: | _ 100 5000 0/6
2 100 6000 0/6
2 100 7200 0/6
‘ 100 8640 0/6
5 200 10368 0/6

enroceroncncarnon Weil, Carrol S., Biometrics, Vol. 8, No. 3., Sept. 1952,

Ip. 249.

iosa.9se cowroorce war, Dg = 10,368 mg/kg

cocwsm Higher doses were impractical. The recommended safe dose for
lerdal inhalation in man is 80.6, 40.3, or 26.8 mg per cigarette

lwhen smoked 1,2 or 3 cigarettes per hour, respectively.

iit ij} j jf

L60ZL9L8

copies to the following: H. J. Minnemeyer
L. B. Gray

noute oF coupon aounstRArion. aro. ae ow 1D waation
Jcomomovencte =) en onuuncee Qcomon cosine cXonea pure solution

TORR RESON COTER Tommy

i
|
"
87682908.png,"46th Tobacco Chemists’
Research Conference

46™ TCRC_REGISTRATION FORM

Please type or print

Nam
Fist Middle Tast
Institution:
Address:
Steet P.O. Box
Gy State ZIP Code ‘Country
Telephone: ‘Area Code:

Name of spouse participating in the guest programs

Monday (¥/"") ‘Tuesday (Y/N)
‘Advance Registration Fee: (prior to August 10) $170.00
Late Registration Fee: (after August 10) $ 185.00

Extra banquet tickets @ $ 40.00.

TOTAL

LI

Send this registration form, along with payment, to address noted below in attached
envelope. Enclose a cheque or international money order payable in Canadian funds to the

46th Tobacco Chemists’ Research Conference.

Mail to: Ms, Susan Mathison
Canadian Tobacco Manufacturers’ Council
701-99 Bank Street
Ottawa, Ontario, Canada K1P 6B9
(613) 238-2799

80628948
"
88057519.png,"Direct Account
Please Ship To.
Address.
City
State

Delivery Date

Zip.

No. OF CARTONS

BRAND

Satin Filter 100's

Satin Menthol 100’s

rate of
tal rrchasor

(Order Taken By
‘Sales Representa

Srsegosd

"
88547278_88547279.png,"Lorillard Date: July 7, 1993

Quotation To:

One Park Avenue Eximato no
New York, NY 10016 _ 4854-5 __
Attn: Neil Toumey “Account Executive:
Peter Faucetta Jr.
Cuanties and Desenpton:
H/D 8 Pk. Wide Header
4 C/P + 2 Hits Day-Glo + Spot Varnish
Qty: 89,725.
Stes:
19.750 X 11
Paper and Materials:
24 pt. Carolina C/1/S
Preparaton and Compositon:

Final Film Supplied
Combined Blue

Process and Colors: 6 /]
wa

| Bending Leave in Full Sheets
Packing and Dstibuton: j
Bulk in cartons, FOB Oceanside
Dobery Bots Please allow 14 working days for delivery
Pres and Schade
, $16,158
&
a
Fs
Oa Spun ea 3
NP
La — °
HY
‘Accepted by: Applied Graphics Technologies
So West 200 Street, NYC 40010
19. Sel: (@1a) ozrattt FAX: (212) 627-9602

Abutator yi wos ec rr Th can mjc eStart eng eg Pins wre ne es,
‘sch apes ona rere ret tympanal fered Sanat Need aeanom era
proucn ror cer cmpnen sb ry rene No bane oP sare mney topo seta vol oPeae oy Saas ore oe
Gone ape ron ohn nx hentnne en sen mo Pancedrware
"
89368010.png,"RA/GA FORM 9

FINAL REPORT AMENDMENT

Study Name_Acute Toxicity of Reference Cigarette Smoke after Inhalation in
Study Number__1-1725.001 Mice.
Initiation Date 25 March 1982

Date of Pinal Report (Review Completed Date) ___27 Apri} 1982
Pert of Final Report to be Amended (Exact location)
The attached

an_add

Re!

Reason for the Anendment__Survival after repeated doses over a 14 day period
may not be accurately predicted from survival after a single day'
exposure.

Amendment (Attach additional sheets as necessery)_The report of the results of
14 Day Repeated Dose Assay for Reference Cigarette Smoke in Mice
(4-1725.001-m1) is attached.

6/3 zu COR las
DATE ‘STUDY DI

APPROVALS ACCEPT/REJECT (as per 58.185 (c))

O} June [99

PN vrrce SAS

a
Received by REGULATORY AFFAIRS = Nu AS = 8
REGULATORY =
i)

"
89386032.png,"mre

EPL|

| EXPERIMENTAL PATHOLOGY LABORATORIES, INC.

QUALITY ASSURANCE
REPORT CERTIFICATION

Client Name Borriston Laboratories, Inc. Client Study No. 14194

Study Director Dr. William 0. Iverson Pathologist Or. Charley E. Gilmore

Bioassay of Cigarette Smoke Condensates for Potential
Study Title Tumorigenic Activity on Mouse Skin
(Revised Pathology Report)

Test Article Multiple Species __Mice

All parts of the pathology phase of this study, including the final report,
were reviewed by Experimental Pathology Laboratories Quality Assurance Unit

on __March 2 - June 8, 1983 + All findings were reported

to the Study Director and Management.

Jana kaze

é/e/es

ZzE098£69

"
